Test Case 0: predicted = 7; expected = 7; result = true
Test Case 6985: predicted = 3; expected = 3; result = true
Test Case 6986: predicted = 7; expected = 7; result = true
Test Case 6987: predicted = 6; expected = 6; result = true
Test Case 6988: predicted = 9; expected = 9; result = true
Test Case 6989: predicted = 2; expected = 2; result = true
Test Case 6990: predicted = 4; expected = 4; result = true
Test Case 6991: predicted = 5; expected = 5; result = true
Test Case 6992: predicted = 7; expected = 7; result = true
Test Case 6993: predicted = 2; expected = 2; result = true
Test Case 6994: predicted = 6; expected = 6; result = true
Test Case 6995: predicted = 4; expected = 4; result = true
Test Case 6996: predicted = 9; expected = 9; result = true
Test Case 6997: predicted = 4; expected = 4; result = true
Test Case 6998: predicted = 9; expected = 9; result = true
Test Case 6999: predicted = 4; expected = 4; result = true
Test Case 7000: predicted = 1; expected = 1; result = true
Test Case 7001: predicted = 2; expected = 2; result = true
Test Case 7002: predicted = 2; expected = 2; result = true
Test Case 7003: predicted = 5; expected = 5; result = true
Test Case 7004: predicted = 8; expected = 8; result = true
Test Case 7005: predicted = 1; expected = 1; result = true
Test Case 7006: predicted = 3; expected = 3; result = true
Test Case 7007: predicted = 2; expected = 2; result = true
Test Case 7008: predicted = 9; expected = 9; result = true
Test Case 7009: predicted = 4; expected = 4; result = true
Test Case 7010: predicted = 3; expected = 3; result = true
Test Case 7011: predicted = 8; expected = 8; result = true
Test Case 7012: predicted = 2; expected = 2; result = true
Test Case 7013: predicted = 2; expected = 2; result = true
Test Case 7014: predicted = 1; expected = 1; result = true
Test Case 7015: predicted = 2; expected = 2; result = true
Test Case 7016: predicted = 8; expected = 8; result = true
Test Case 7017: predicted = 6; expected = 6; result = true
Test Case 7018: predicted = 5; expected = 5; result = true
Test Case 7019: predicted = 1; expected = 1; result = true
Test Case 7020: predicted = 6; expected = 6; result = true
Test Case 7021: predicted = 7; expected = 7; result = true
Test Case 7022: predicted = 2; expected = 2; result = true
Test Case 7023: predicted = 1; expected = 1; result = true
Test Case 7024: predicted = 3; expected = 3; result = true
Test Case 7025: predicted = 9; expected = 9; result = true
Test Case 7026: predicted = 3; expected = 3; result = true
Test Case 7027: predicted = 8; expected = 8; result = true
Test Case 7028: predicted = 7; expected = 7; result = true
Test Case 7029: predicted = 5; expected = 5; result = true
Test Case 7030: predicted = 7; expected = 7; result = true
Test Case 7031: predicted = 0; expected = 0; result = true
Test Case 7032: predicted = 7; expected = 7; result = true
Test Case 7033: predicted = 4; expected = 4; result = true
Test Case 7034: predicted = 8; expected = 8; result = true
Test Case 7035: predicted = 8; expected = 8; result = true
Test Case 7036: predicted = 5; expected = 5; result = true
Test Case 7037: predicted = 0; expected = 0; result = true
Test Case 7038: predicted = 6; expected = 6; result = true
Test Case 7039: predicted = 6; expected = 6; result = true
Test Case 7040: predicted = 3; expected = 3; result = true
Test Case 7041: predicted = 7; expected = 7; result = true
Test Case 7042: predicted = 6; expected = 6; result = true
Test Case 7043: predicted = 9; expected = 9; result = true
Test Case 7044: predicted = 9; expected = 9; result = true
Test Case 7045: predicted = 4; expected = 4; result = true
Test Case 7046: predicted = 8; expected = 8; result = true
Test Case 7047: predicted = 4; expected = 4; result = true
Test Case 7048: predicted = 1; expected = 1; result = true
Test Case 7049: predicted = 0; expected = 0; result = true
Test Case 7050: predicted = 6; expected = 6; result = true
Test Case 7051: predicted = 6; expected = 6; result = true
Test Case 7052: predicted = 0; expected = 0; result = true
Test Case 7053: predicted = 1; expected = 1; result = true
Test Case 7054: predicted = 2; expected = 2; result = true
Test Case 7055: predicted = 3; expected = 3; result = true
Test Case 7056: predicted = 4; expected = 4; result = true
Test Case 7057: predicted = 5; expected = 5; result = true
Test Case 7058: predicted = 6; expected = 6; result = true
Test Case 7059: predicted = 7; expected = 7; result = true
Test Case 7060: predicted = 8; expected = 8; result = true
Test Case 7061: predicted = 9; expected = 9; result = true
Test Case 7062: predicted = 0; expected = 0; result = true
Test Case 7063: predicted = 1; expected = 1; result = true
Test Case 7064: predicted = 2; expected = 2; result = true
Test Case 7065: predicted = 3; expected = 3; result = true
Test Case 7066: predicted = 4; expected = 4; result = true
Test Case 7067: predicted = 5; expected = 5; result = true
Test Case 7068: predicted = 6; expected = 6; result = true
Test Case 7069: predicted = 7; expected = 7; result = true
Test Case 7070: predicted = 8; expected = 8; result = true
Test Case 7071: predicted = 9; expected = 9; result = true
Test Case 7072: predicted = 0; expected = 0; result = true
Test Case 7073: predicted = 1; expected = 1; result = true
Test Case 7074: predicted = 2; expected = 2; result = true
Test Case 7075: predicted = 3; expected = 3; result = true
Test Case 7076: predicted = 4; expected = 4; result = true
Test Case 7077: predicted = 5; expected = 5; result = true
Test Case 7078: predicted = 6; expected = 6; result = true
Test Case 7079: predicted = 7; expected = 7; result = true
Test Case 7080: predicted = 8; expected = 8; result = true
Test Case 7081: predicted = 9; expected = 9; result = true
Test Case 7082: predicted = 7; expected = 7; result = true
Test Case 7083: predicted = 4; expected = 4; result = true
Test Case 7084: predicted = 0; expected = 0; result = true
Test Case 7085: predicted = 4; expected = 4; result = true
Test Case 7086: predicted = 0; expected = 0; result = true
Test Case 7087: predicted = 1; expected = 1; result = true
Test Case 7088: predicted = 7; expected = 7; result = true
Test Case 7089: predicted = 9; expected = 9; result = true
Test Case 7090: predicted = 5; expected = 5; result = true
Test Case 7091: predicted = 1; expected = 1; result = true
Test Case 7092: predicted = 4; expected = 4; result = true
Test Case 7093: predicted = 2; expected = 2; result = true
Test Case 7094: predicted = 8; expected = 8; result = true
Test Case 7095: predicted = 9; expected = 9; result = true
Test Case 7096: predicted = 4; expected = 4; result = true
Test Case 7097: predicted = 3; expected = 3; result = true
Test Case 7098: predicted = 7; expected = 7; result = true
Test Case 7099: predicted = 8; expected = 8; result = true
Test Case 7100: predicted = 2; expected = 2; result = true
Test Case 7101: predicted = 4; expected = 4; result = true
Test Case 7102: predicted = 4; expected = 4; result = true
Test Case 7103: predicted = 3; expected = 3; result = true
Test Case 7104: predicted = 3; expected = 3; result = true
Test Case 7105: predicted = 6; expected = 6; result = true
Test Case 7106: predicted = 9; expected = 9; result = true
Test Case 7107: predicted = 9; expected = 9; result = true
Test Case 7108: predicted = 5; expected = 5; result = true
Test Case 7109: predicted = 8; expected = 8; result = true
Test Case 7110: predicted = 6; expected = 6; result = true
Test Case 7111: predicted = 7; expected = 7; result = true
Test Case 7112: predicted = 0; expected = 0; result = true
Test Case 7113: predicted = 6; expected = 6; result = true
Test Case 7114: predicted = 8; expected = 8; result = true
Test Case 7115: predicted = 2; expected = 2; result = true
Test Case 7116: predicted = 6; expected = 6; result = true
Test Case 7117: predicted = 7; expected = 3; result = false
Test Case 7118: predicted = 9; expected = 9; result = true
Test Case 7119: predicted = 3; expected = 3; result = true
Test Case 7120: predicted = 2; expected = 2; result = true
Test Case 7121: predicted = 9; expected = 8; result = false
Test Case 7122: predicted = 6; expected = 6; result = true
Test Case 7123: predicted = 1; expected = 1; result = true
Test Case 7124: predicted = 7; expected = 7; result = true
Test Case 7125: predicted = 4; expected = 4; result = true
Test Case 7126: predicted = 8; expected = 8; result = true
Test Case 7127: predicted = 8; expected = 8; result = true
Test Case 7128: predicted = 9; expected = 9; result = true
Test Case 7129: predicted = 0; expected = 0; result = true
Test Case 7130: predicted = 3; expected = 3; result = true
Test Case 7131: predicted = 3; expected = 3; result = true
Test Case 7132: predicted = 9; expected = 9; result = true
Test Case 7133: predicted = 0; expected = 0; result = true
Test Case 7134: predicted = 5; expected = 5; result = true
Test Case 7135: predicted = 2; expected = 2; result = true
Test Case 7136: predicted = 9; expected = 9; result = true
Test Case 7137: predicted = 4; expected = 4; result = true
Test Case 7138: predicted = 1; expected = 1; result = true
Test Case 7139: predicted = 0; expected = 0; result = true
Test Case 7140: predicted = 3; expected = 3; result = true
Test Case 7141: predicted = 7; expected = 7; result = true
Test Case 7142: predicted = 5; expected = 5; result = true
Test Case 7143: predicted = 8; expected = 8; result = true
Test Case 7144: predicted = 7; expected = 7; result = true
Test Case 7145: predicted = 7; expected = 7; result = true
Test Case 7146: predicted = 8; expected = 8; result = true
Test Case 7147: predicted = 2; expected = 2; result = true
Test Case 7148: predicted = 9; expected = 9; result = true
Test Case 7149: predicted = 7; expected = 7; result = true
Test Case 7150: predicted = 1; expected = 1; result = true
Test Case 7151: predicted = 2; expected = 2; result = true
Test Case 7152: predicted = 6; expected = 6; result = true
Test Case 7153: predicted = 4; expected = 4; result = true
Test Case 7154: predicted = 2; expected = 2; result = true
Test Case 7155: predicted = 5; expected = 5; result = true
Test Case 7156: predicted = 2; expected = 2; result = true
Test Case 7157: predicted = 3; expected = 3; result = true
Test Case 7158: predicted = 6; expected = 6; result = true
Test Case 7159: predicted = 6; expected = 6; result = true
Test Case 7160: predicted = 5; expected = 5; result = true
Test Case 7161: predicted = 0; expected = 0; result = true
Test Case 7162: predicted = 0; expected = 0; result = true
Test Case 7163: predicted = 2; expected = 2; result = true
Test Case 7164: predicted = 8; expected = 8; result = true
Test Case 7165: predicted = 1; expected = 1; result = true
Test Case 7166: predicted = 6; expected = 6; result = true
Test Case 7167: predicted = 1; expected = 1; result = true
Test Case 7168: predicted = 0; expected = 0; result = true
Test Case 7169: predicted = 4; expected = 4; result = true
Test Case 7170: predicted = 3; expected = 3; result = true
Test Case 7171: predicted = 1; expected = 1; result = true
Test Case 7172: predicted = 6; expected = 6; result = true
Test Case 7173: predicted = 1; expected = 1; result = true
Test Case 7174: predicted = 9; expected = 9; result = true
Test Case 7175: predicted = 0; expected = 0; result = true
Test Case 7176: predicted = 1; expected = 1; result = true
Test Case 7177: predicted = 4; expected = 4; result = true
Test Case 7178: predicted = 5; expected = 5; result = true
Test Case 7179: predicted = 6; expected = 6; result = true
Test Case 7180: predicted = 7; expected = 7; result = true
Test Case 7181: predicted = 8; expected = 8; result = true
Test Case 7182: predicted = 9; expected = 9; result = true
Test Case 7183: predicted = 1; expected = 1; result = true
Test Case 7184: predicted = 2; expected = 2; result = true
Test Case 7185: predicted = 3; expected = 3; result = true
Test Case 7186: predicted = 4; expected = 4; result = true
Test Case 7187: predicted = 5; expected = 5; result = true
Test Case 7188: predicted = 6; expected = 6; result = true
Test Case 7189: predicted = 7; expected = 7; result = true
Test Case 7190: predicted = 0; expected = 0; result = true
Test Case 7191: predicted = 1; expected = 1; result = true
Test Case 7192: predicted = 2; expected = 2; result = true
Test Case 7193: predicted = 3; expected = 3; result = true
Test Case 7194: predicted = 4; expected = 4; result = true
Test Case 7195: predicted = 5; expected = 5; result = true
Test Case 7196: predicted = 6; expected = 6; result = true
Test Case 7197: predicted = 7; expected = 7; result = true
Test Case 7198: predicted = 8; expected = 8; result = true
Test Case 7199: predicted = 9; expected = 9; result = true
Test Case 7200: predicted = 8; expected = 8; result = true
Test Case 7201: predicted = 4; expected = 4; result = true
Test Case 7202: predicted = 0; expected = 0; result = true
Test Case 7203: predicted = 0; expected = 0; result = true
Test Case 7204: predicted = 7; expected = 7; result = true
Test Case 7205: predicted = 2; expected = 2; result = true
Test Case 7206: predicted = 4; expected = 4; result = true
Test Case 7207: predicted = 3; expected = 3; result = true
Test Case 7208: predicted = 8; expected = 8; result = true
Test Case 7209: predicted = 6; expected = 6; result = true
Test Case 7210: predicted = 6; expected = 6; result = true
Test Case 7211: predicted = 3; expected = 3; result = true
Test Case 7212: predicted = 2; expected = 2; result = true
Test Case 7213: predicted = 6; expected = 6; result = true
Test Case 7214: predicted = 3; expected = 3; result = true
Test Case 7215: predicted = 3; expected = 3; result = true
Test Case 7216: predicted = 0; expected = 0; result = true
Test Case 7217: predicted = 1; expected = 1; result = true
Test Case 7218: predicted = 4; expected = 4; result = true
Test Case 7219: predicted = 7; expected = 7; result = true
Test Case 7220: predicted = 3; expected = 8; result = false
Test Case 7221: predicted = 0; expected = 0; result = true
Test Case 7222: predicted = 3; expected = 3; result = true
Test Case 7223: predicted = 1; expected = 1; result = true
Test Case 7224: predicted = 9; expected = 9; result = true
Test Case 7225: predicted = 0; expected = 0; result = true
Test Case 7226: predicted = 1; expected = 1; result = true
Test Case 7227: predicted = 9; expected = 9; result = true
Test Case 7228: predicted = 1; expected = 1; result = true
Test Case 7229: predicted = 2; expected = 2; result = true
Test Case 7230: predicted = 7; expected = 7; result = true
Test Case 7231: predicted = 0; expected = 0; result = true
Test Case 7232: predicted = 1; expected = 1; result = true
Test Case 7233: predicted = 3; expected = 3; result = true
Test Case 7234: predicted = 8; expected = 8; result = true
Test Case 7235: predicted = 2; expected = 2; result = true
Test Case 7236: predicted = 9; expected = 9; result = true
Test Case 7237: predicted = 2; expected = 2; result = true
Test Case 7238: predicted = 7; expected = 7; result = true
Test Case 7239: predicted = 6; expected = 6; result = true
Test Case 7240: predicted = 5; expected = 5; result = true
Test Case 7241: predicted = 5; expected = 5; result = true
Test Case 7242: predicted = 9; expected = 9; result = true
Test Case 7243: predicted = 9; expected = 9; result = true
Test Case 7244: predicted = 8; expected = 8; result = true
Test Case 7245: predicted = 2; expected = 2; result = true
Test Case 7246: predicted = 9; expected = 9; result = true
Test Case 7247: predicted = 1; expected = 1; result = true
Test Case 7248: predicted = 3; expected = 3; result = true
Test Case 7249: predicted = 2; expected = 2; result = true
Test Case 7250: predicted = 3; expected = 3; result = true
Test Case 7251: predicted = 4; expected = 4; result = true
Test Case 7252: predicted = 3; expected = 3; result = true
Test Case 7253: predicted = 1; expected = 1; result = true
Test Case 7254: predicted = 9; expected = 9; result = true
Test Case 7255: predicted = 0; expected = 0; result = true
Test Case 7256: predicted = 9; expected = 9; result = true
Test Case 7257: predicted = 3; expected = 3; result = true
Test Case 7258: predicted = 6; expected = 6; result = true
Test Case 7259: predicted = 8; expected = 8; result = true
Test Case 7260: predicted = 7; expected = 7; result = true
Test Case 7261: predicted = 0; expected = 0; result = true
Test Case 7262: predicted = 1; expected = 1; result = true
Test Case 7263: predicted = 0; expected = 0; result = true
Test Case 7264: predicted = 5; expected = 5; result = true
Test Case 7265: predicted = 8; expected = 8; result = true
Test Case 7266: predicted = 2; expected = 2; result = true
Test Case 7267: predicted = 7; expected = 7; result = true
Test Case 7268: predicted = 7; expected = 7; result = true
Test Case 7269: predicted = 0; expected = 0; result = true
Test Case 7270: predicted = 1; expected = 1; result = true
Test Case 7271: predicted = 2; expected = 2; result = true
Test Case 7272: predicted = 3; expected = 3; result = true
Test Case 7273: predicted = 4; expected = 4; result = true
Test Case 7274: predicted = 5; expected = 5; result = true
Test Case 7275: predicted = 6; expected = 6; result = true
Test Case 7276: predicted = 7; expected = 7; result = true
Test Case 7277: predicted = 8; expected = 8; result = true
Test Case 7278: predicted = 9; expected = 9; result = true
Test Case 7279: predicted = 0; expected = 0; result = true
Test Case 7280: predicted = 1; expected = 1; result = true
Test Case 7281: predicted = 2; expected = 2; result = true
Test Case 7282: predicted = 3; expected = 3; result = true
Test Case 7283: predicted = 4; expected = 4; result = true
Test Case 7284: predicted = 5; expected = 5; result = true
Test Case 7285: predicted = 6; expected = 6; result = true
Test Case 7286: predicted = 7; expected = 7; result = true
Test Case 7287: predicted = 8; expected = 8; result = true
Test Case 7288: predicted = 9; expected = 9; result = true
Test Case 7289: predicted = 0; expected = 0; result = true
Test Case 7290: predicted = 1; expected = 1; result = true
Test Case 7291: predicted = 2; expected = 2; result = true
Test Case 7292: predicted = 3; expected = 3; result = true
Test Case 7293: predicted = 4; expected = 4; result = true
Test Case 7294: predicted = 5; expected = 5; result = true
Test Case 7295: predicted = 6; expected = 6; result = true
Test Case 7296: predicted = 7; expected = 7; result = true
Test Case 7297: predicted = 8; expected = 8; result = true
Test Case 7298: predicted = 9; expected = 9; result = true
Test Case 7299: predicted = 1; expected = 1; result = true
Test Case 7300: predicted = 7; expected = 7; result = true
Test Case 7301: predicted = 4; expected = 4; result = true
Test Case 7302: predicted = 8; expected = 8; result = true
Test Case 7303: predicted = 1; expected = 1; result = true
Test Case 7304: predicted = 5; expected = 5; result = true
Test Case 7305: predicted = 6; expected = 6; result = true
Test Case 7306: predicted = 5; expected = 5; result = true
Test Case 7307: predicted = 7; expected = 7; result = true
Test Case 7308: predicted = 2; expected = 2; result = true
Test Case 7309: predicted = 8; expected = 8; result = true
Test Case 7310: predicted = 6; expected = 6; result = true
Test Case 7311: predicted = 3; expected = 3; result = true
Test Case 7312: predicted = 3; expected = 3; result = true
Test Case 7313: predicted = 8; expected = 8; result = true
Test Case 7314: predicted = 6; expected = 6; result = true
Test Case 7315: predicted = 5; expected = 5; result = true
Test Case 7316: predicted = 4; expected = 4; result = true
Test Case 7317: predicted = 0; expected = 0; result = true
Test Case 7318: predicted = 9; expected = 9; result = true
Test Case 7319: predicted = 1; expected = 1; result = true
Test Case 7320: predicted = 7; expected = 7; result = true
Test Case 7321: predicted = 2; expected = 2; result = true
Test Case 7322: predicted = 9; expected = 9; result = true
Test Case 7323: predicted = 1; expected = 1; result = true
Test Case 7324: predicted = 5; expected = 5; result = true
Test Case 7325: predicted = 1; expected = 1; result = true
Test Case 7326: predicted = 3; expected = 3; result = true
Test Case 7327: predicted = 2; expected = 2; result = true
Test Case 7328: predicted = 2; expected = 2; result = true
Test Case 7329: predicted = 3; expected = 3; result = true
Test Case 7330: predicted = 0; expected = 0; result = true
Test Case 7331: predicted = 6; expected = 6; result = true
Test Case 7332: predicted = 4; expected = 4; result = true
Test Case 7333: predicted = 3; expected = 3; result = true
Test Case 7334: predicted = 7; expected = 7; result = true
Test Case 7335: predicted = 6; expected = 6; result = true
Test Case 7336: predicted = 9; expected = 9; result = true
Test Case 7337: predicted = 0; expected = 0; result = true
Test Case 7338: predicted = 4; expected = 4; result = true
Test Case 7339: predicted = 8; expected = 8; result = true
Test Case 7340: predicted = 1; expected = 1; result = true
Test Case 7341: predicted = 4; expected = 4; result = true
Test Case 7342: predicted = 0; expected = 0; result = true
Test Case 7343: predicted = 6; expected = 6; result = true
Test Case 7344: predicted = 1; expected = 1; result = true
Test Case 7345: predicted = 2; expected = 2; result = true
Test Case 7346: predicted = 6; expected = 6; result = true
Test Case 7347: predicted = 9; expected = 9; result = true
Test Case 7348: predicted = 2; expected = 2; result = true
Test Case 7349: predicted = 2; expected = 2; result = true
Test Case 7350: predicted = 3; expected = 3; result = true
Test Case 7351: predicted = 5; expected = 5; result = true
Test Case 7352: predicted = 5; expected = 5; result = true
Test Case 7353: predicted = 1; expected = 1; result = true
Test Case 7354: predicted = 0; expected = 0; result = true
Test Case 7355: predicted = 7; expected = 7; result = true
Test Case 7356: predicted = 7; expected = 7; result = true
Test Case 7357: predicted = 9; expected = 9; result = true
Test Case 7358: predicted = 6; expected = 6; result = true
Test Case 7359: predicted = 2; expected = 2; result = true
Test Case 7360: predicted = 9; expected = 9; result = true
Test Case 7361: predicted = 4; expected = 4; result = true
Test Case 7362: predicted = 7; expected = 7; result = true
Test Case 7363: predicted = 0; expected = 0; result = true
Test Case 7364: predicted = 2; expected = 2; result = true
Test Case 7365: predicted = 3; expected = 3; result = true
Test Case 7366: predicted = 4; expected = 4; result = true
Test Case 7367: predicted = 0; expected = 0; result = true
Test Case 7368: predicted = 0; expected = 0; result = true
Test Case 7369: predicted = 8; expected = 8; result = true
Test Case 7370: predicted = 8; expected = 8; result = true
Test Case 7371: predicted = 8; expected = 8; result = true
Test Case 7372: predicted = 5; expected = 5; result = true
Test Case 7373: predicted = 1; expected = 1; result = true
Test Case 7374: predicted = 3; expected = 3; result = true
Test Case 7375: predicted = 7; expected = 7; result = true
Test Case 7376: predicted = 4; expected = 4; result = true
Test Case 7377: predicted = 9; expected = 9; result = true
Test Case 7378: predicted = 8; expected = 8; result = true
Test Case 7379: predicted = 8; expected = 8; result = true
Test Case 7380: predicted = 9; expected = 9; result = true
Test Case 7381: predicted = 0; expected = 0; result = true
Test Case 7382: predicted = 9; expected = 9; result = true
Test Case 7383: predicted = 8; expected = 8; result = true
Test Case 7384: predicted = 9; expected = 9; result = true
Test Case 7385: predicted = 0; expected = 0; result = true
Test Case 7386: predicted = 2; expected = 2; result = true
Test Case 7387: predicted = 6; expected = 6; result = true
Test Case 7388: predicted = 5; expected = 5; result = true
Test Case 7389: predicted = 6; expected = 6; result = true
Test Case 7390: predicted = 7; expected = 7; result = true
Test Case 7391: predicted = 4; expected = 4; result = true
Test Case 7392: predicted = 7; expected = 7; result = true
Test Case 7393: predicted = 5; expected = 5; result = true
Test Case 7394: predicted = 4; expected = 4; result = true
Test Case 7395: predicted = 1; expected = 1; result = true
Test Case 7396: predicted = 3; expected = 3; result = true
Test Case 7397: predicted = 5; expected = 5; result = true
Test Case 7398: predicted = 3; expected = 3; result = true
Test Case 7399: predicted = 1; expected = 1; result = true
Test Case 7400: predicted = 2; expected = 2; result = true
Test Case 7401: predicted = 3; expected = 3; result = true
Test Case 7402: predicted = 4; expected = 4; result = true
Test Case 7403: predicted = 5; expected = 5; result = true
Test Case 7404: predicted = 6; expected = 6; result = true
Test Case 7405: predicted = 1; expected = 1; result = true
Test Case 7406: predicted = 2; expected = 2; result = true
Test Case 7407: predicted = 3; expected = 3; result = true
Test Case 7408: predicted = 4; expected = 4; result = true
Test Case 7409: predicted = 6; expected = 6; result = true
Test Case 7410: predicted = 0; expected = 0; result = true
Test Case 7411: predicted = 1; expected = 1; result = true
Test Case 7412: predicted = 2; expected = 2; result = true
Test Case 7413: predicted = 4; expected = 4; result = true
Test Case 7414: predicted = 5; expected = 5; result = true
Test Case 7415: predicted = 6; expected = 6; result = true
Test Case 7416: predicted = 7; expected = 7; result = true
Test Case 7417: predicted = 8; expected = 8; result = true
Test Case 7418: predicted = 1; expected = 1; result = true
Test Case 7419: predicted = 7; expected = 7; result = true
Test Case 7420: predicted = 2; expected = 2; result = true
Test Case 7421: predicted = 4; expected = 4; result = true
Test Case 7422: predicted = 1; expected = 1; result = true
Test Case 7423: predicted = 4; expected = 4; result = true
Test Case 7424: predicted = 1; expected = 1; result = true
Test Case 7425: predicted = 4; expected = 4; result = true
Test Case 7426: predicted = 9; expected = 9; result = true
Test Case 7427: predicted = 6; expected = 6; result = true
Test Case 7428: predicted = 8; expected = 8; result = true
Test Case 7429: predicted = 4; expected = 4; result = true
Test Case 7430: predicted = 5; expected = 5; result = true
Test Case 7431: predicted = 3; expected = 3; result = true
Test Case 7432: predicted = 7; expected = 7; result = true
Test Case 7433: predicted = 8; expected = 8; result = true
Test Case 7434: predicted = 4; expected = 4; result = true
Test Case 7435: predicted = 3; expected = 3; result = true
Test Case 7436: predicted = 3; expected = 3; result = true
Test Case 7437: predicted = 5; expected = 5; result = true
Test Case 7438: predicted = 6; expected = 6; result = true
Test Case 7439: predicted = 7; expected = 7; result = true
Test Case 7440: predicted = 0; expected = 0; result = true
Test Case 7441: predicted = 6; expected = 6; result = true
Test Case 7442: predicted = 1; expected = 1; result = true
Test Case 7443: predicted = 6; expected = 6; result = true
Test Case 7444: predicted = 8; expected = 8; result = true
Test Case 7445: predicted = 7; expected = 7; result = true
Test Case 7446: predicted = 0; expected = 0; result = true
Test Case 7447: predicted = 1; expected = 1; result = true
Test Case 7448: predicted = 5; expected = 5; result = true
Test Case 7449: predicted = 0; expected = 0; result = true
Test Case 7450: predicted = 8; expected = 8; result = true
Test Case 7451: predicted = 5; expected = 5; result = true
Test Case 7452: predicted = 0; expected = 0; result = true
Test Case 7453: predicted = 1; expected = 1; result = true
Test Case 7454: predicted = 5; expected = 5; result = true
Test Case 7455: predicted = 8; expected = 8; result = true
Test Case 7456: predicted = 4; expected = 4; result = true
Test Case 7457: predicted = 2; expected = 2; result = true
Test Case 7458: predicted = 3; expected = 3; result = true
Test Case 7459: predicted = 9; expected = 9; result = true
Test Case 7460: predicted = 7; expected = 7; result = true
Test Case 7461: predicted = 6; expected = 6; result = true
Test Case 7462: predicted = 9; expected = 9; result = true
Test Case 7463: predicted = 1; expected = 1; result = true
Test Case 7464: predicted = 9; expected = 9; result = true
Test Case 7465: predicted = 0; expected = 0; result = true
Test Case 7466: predicted = 6; expected = 6; result = true
Test Case 7467: predicted = 7; expected = 7; result = true
Test Case 7468: predicted = 1; expected = 1; result = true
Test Case 7469: predicted = 2; expected = 2; result = true
Test Case 7470: predicted = 3; expected = 3; result = true
Test Case 7471: predicted = 9; expected = 9; result = true
Test Case 7472: predicted = 2; expected = 2; result = true
Test Case 7473: predicted = 4; expected = 4; result = true
Test Case 7474: predicted = 5; expected = 5; result = true
Test Case 7475: predicted = 5; expected = 5; result = true
Test Case 7476: predicted = 3; expected = 3; result = true
Test Case 7477: predicted = 7; expected = 7; result = true
Test Case 7478: predicted = 5; expected = 5; result = true
Test Case 7479: predicted = 3; expected = 3; result = true
Test Case 7480: predicted = 1; expected = 1; result = true
Test Case 7481: predicted = 8; expected = 8; result = true
Test Case 7482: predicted = 2; expected = 2; result = true
Test Case 7483: predicted = 2; expected = 2; result = true
Test Case 7484: predicted = 3; expected = 3; result = true
Test Case 7485: predicted = 0; expected = 0; result = true
Test Case 7486: predicted = 2; expected = 2; result = true
Test Case 7487: predicted = 9; expected = 9; result = true
Test Case 7488: predicted = 4; expected = 4; result = true
Test Case 7489: predicted = 9; expected = 9; result = true
Test Case 7490: predicted = 7; expected = 7; result = true
Test Case 7491: predicted = 0; expected = 0; result = true
Test Case 7492: predicted = 2; expected = 2; result = true
Test Case 7493: predicted = 7; expected = 7; result = true
Test Case 7494: predicted = 4; expected = 4; result = true
Test Case 7495: predicted = 9; expected = 9; result = true
Test Case 7496: predicted = 9; expected = 9; result = true
Test Case 7497: predicted = 2; expected = 2; result = true
Test Case 7498: predicted = 5; expected = 5; result = true
Test Case 7499: predicted = 9; expected = 9; result = true
Test Case 7500: predicted = 8; expected = 8; result = true
Test Case 7501: predicted = 3; expected = 3; result = true
Test Case 7502: predicted = 8; expected = 8; result = true
Test Case 7503: predicted = 6; expected = 6; result = true
Test Case 7504: predicted = 7; expected = 7; result = true
Test Case 7505: predicted = 0; expected = 0; result = true
Test Case 7506: predicted = 0; expected = 0; result = true
Test Case 7507: predicted = 1; expected = 1; result = true
Test Case 7508: predicted = 2; expected = 2; result = true
Test Case 7509: predicted = 3; expected = 3; result = true
Test Case 7510: predicted = 4; expected = 4; result = true
Test Case 7511: predicted = 5; expected = 5; result = true
Test Case 7512: predicted = 6; expected = 6; result = true
Test Case 7513: predicted = 7; expected = 7; result = true
Test Case 7514: predicted = 8; expected = 8; result = true
Test Case 7515: predicted = 9; expected = 9; result = true
Test Case 7516: predicted = 0; expected = 0; result = true
Test Case 7517: predicted = 1; expected = 1; result = true
Test Case 7518: predicted = 2; expected = 2; result = true
Test Case 7519: predicted = 3; expected = 3; result = true
Test Case 7520: predicted = 4; expected = 4; result = true
Test Case 7521: predicted = 5; expected = 5; result = true
Test Case 7522: predicted = 6; expected = 6; result = true
Test Case 7523: predicted = 7; expected = 7; result = true
Test Case 7524: predicted = 8; expected = 8; result = true
Test Case 7525: predicted = 9; expected = 9; result = true
Test Case 7526: predicted = 0; expected = 0; result = true
Test Case 7527: predicted = 1; expected = 1; result = true
Test Case 7528: predicted = 2; expected = 2; result = true
Test Case 7529: predicted = 3; expected = 3; result = true
Test Case 7530: predicted = 4; expected = 4; result = true
Test Case 7531: predicted = 5; expected = 5; result = true
Test Case 7532: predicted = 6; expected = 6; result = true
Test Case 7533: predicted = 7; expected = 7; result = true
Test Case 7534: predicted = 8; expected = 8; result = true
Test Case 7535: predicted = 9; expected = 9; result = true
Test Case 7536: predicted = 0; expected = 0; result = true
Test Case 7537: predicted = 0; expected = 0; result = true
Test Case 7538: predicted = 7; expected = 7; result = true
Test Case 7539: predicted = 2; expected = 2; result = true
Test Case 7540: predicted = 6; expected = 6; result = true
Test Case 7541: predicted = 5; expected = 5; result = true
Test Case 7542: predicted = 5; expected = 5; result = true
Test Case 7543: predicted = 3; expected = 3; result = true
